Date publication	Type de publication	Titre	Libellé recommandation	Destinataire 1	Destinataire 2	Destinataire 3					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Orientation : déconcentrer et fluidifier
la gestion des ressources humaines
Reco n°35 - (DGAFP, DB) créer, d'ici le
31 décembre 2019 dans le statut de
la fonction publique d'État, une filière
administrative interministérielle"	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Reco n°36 - (SG des ministères, DGAFP, DB)
dans le cadre de la mise en oeuvre
du RIFSEEP, veiller à l'harmonisation
progressive sur cinq ans des régimes
indemnitaires applicables à des
fonctions comparables, en donnant
priorité aux corps administratifs."	Premier Ministre	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Reco n°37 - (SG des ministères, DGAFP, DB)
assortir d'ici le 31 décembre 2019
les revalorisations indemnitaires de
contreparties en termes de mobilité
géographique et fonctionnelle des
agents."	Premier Ministre	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Reco n°38 - (DGAFP, SG des ministères)
généraliser d'ici le 31 décembre 2019
à l'ensemble des corps d'appartenance
des agents travaillant en DDI la
convergence des calendriers de
gestion.
"	Ministère chargé de l'Économie et des Finances	Premier Ministre	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Reco n°39 - (SGG, DGAFP, DB) expérimenter
d'ici le 31 décembre 2019, pour les
agents de catégories B et C des
services déconcentrés régionaux
et départementaux, une gestion
collective au niveau régional, incluant
les agents des ministères des finances
et de l'éducation nationale"	Premier Ministre	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Reco n°40 - (SGG, DGAFP, DB) renforcer d'ici le
31 décembre 2019 la fonction RH
auprès des préfets de région ou du
DRFiP, ainsi que les moyens logistiques
et informatiques correspondants."	Premier Ministre	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Orientation : déconcentrer la gestion
budgétaire et financière
Reco n°41 - DB, SG des ministères) poursuivre
d'ici le 31 décembre 2019 la déconcentration
de la gestion des crédits
budgétaires afin que les gestionnaires
locaux disposent de marges de
manoeuvres réelles et accrues sur leurs
moyens, notamment en poursuivant
la simplification de la cartographie
budgétaire, en réduisant les crédits
fléchés et en accroissant la fongibilité
des crédits à l'intérieur des BOP"	Ministère chargé du Budget et des comptes publics	Premier Ministre	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Orientation : déconcentrer la gestion
budgétaire et financière
Reco n°42 - (SGG, SG des ministères) associer
d'ici le 31 décembre 2018 les préfets
de région et les services déconcentrés
compétents, soit en les informant soit
en recueillant obligatoirement leur
avis, dans l'instruction des appels à
projets nationaux ayant un impact
significatif sur leur territoire."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Orientation : déconcentrer la gestion
budgétaire et financière
Reco n°43 - (DB, SG des ministères) réformer
d'ici le 31 décembre 2018 le dialogue
de gestion en instaurant une phase
stratégique, triennale, associant les
RPROG et les préfets de région et
permettant une meilleure articulation
du dialogue de gestion et des DNO.
Conserver le principe d'un dialogue de
gestion annuel pour les ajustements
techniques et assurer le respect du
principe de l'annualité budgétaire,
en particulier pour la conformité
au plafond d'emplois"	Ministère chargé du Budget et des comptes publics	Premier Ministre	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 4 : faire
davantage confiance aux services
déconcentrés dans la gestion
mutualisée et décloisonnée de
leurs moyens
Orientation : déconcentrer la gestion
budgétaire et financière
Reco n°44 - (SGG, SG des ministères, DB, DGFiP)
expérimenter d'ici le 31 décembre
2019 dans deux régions la mise en
place d'un BOP régional unique sur
lequel s'imputerait l'ensemble des
dépenses se rattachant aux fonctions
support de l'État, en incluant les
dépenses de personnel et en incluant
des services déconcentrés de l'État qui
ne sont pas placés sous l'autorité
directe du préfet de région (dépenses
de support des services déconcentrés
du ministère de l'éducation nationale
ou du réseau des finances publiques)."	Premier Ministre	Ministère chargé du Budget et des comptes publics	Ministère chargé de l'Économie et des Finances					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : approfondir les mutualisations
des fonctions support
Reco n°45 - SG MENESR) généraliser d'ici le
31 décembre 2018 l'intégration
des services support des DSDEN
des départements chefs-lieux et
des rectorats
"	Ministère chargé de l'Enseignement supérieur et de la Recherche	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : approfondir les mutualisations
des fonctions support
Reco N°46 - (SGG, SG des ministères concernés)
fusionner d'ici le 31 décembre 2019
les secrétariats généraux des DDI ;
expérimenter l'extension de cette
fusion aux services chargés des
fonctions support dans les DDFIP.
"	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 2 : faire des
services publics numériques un
levier de transformation des services
déconcentrés de l'État
Reco n°47 - (SGG, SG des ministères) améliorer
le pilotage et la coordination des
systèmes d'information dans les
services déconcentrés d'ici le
31 décembre 2018."	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : approfondir les mutualisations
des fonctions support
Reco n°48 - (SGG, SG des ministères économie
et finances) fixer des objectifs, assortis
d'indicateurs de suivi, pour la mise
en oeuvre des schémas directeurs
immobiliers régionaux"	Premier Ministre	 	 					
01/12/2017	RPT	Les services déconcentrés de l'Etat	"Orientation n° 3 : accélérer
l'adaptation de l'organisation
territoriale des services de l'État
Orientation : approfondir les mutualisations
des fonctions support
Reco n°49 - (SGG, SG des ministères) fixer
des objectifs, assortis d'indicateurs
de suivi, pour la mise en oeuvre des
fonctions support autres que les
achats et les dépenses immobilières."	Premier Ministre	 	 					
13/02/2017	Rapport des comptes et de la gestion	"Le grand port maritime de Marseille
"	"Mieux articuler la nouvelle stratégie avec celle concernant les autres ports de commerce français de la Méditerranée.
"	Grand port maritime de Marseille	Ministère chargé des Transports	 					
13/02/2017	Rapport des comptes et de la gestion	"Le grand port maritime de Marseille
"	"Poursuivre l'organisation d'une fonction statistique et d'analyse des flux au profit du GPMM et de la place portuaire.
"	Grand port maritime de Marseille	Ministère chargé des Transports	 					
13/02/2017	Rapport des comptes et de la gestion	"Le grand port maritime de Marseille
"	"Améliorer le pilotage des investissements en introduisant des modalités d'évaluation des projets d'investissements ex ante et ex post : les modèles de calcul des taux de rendement interne devraient être évalués au moins une fois en comité d'audit et un suivi des investissements réalisés devrait pouvoir être évalué par des indicateurs.
"	Grand port maritime de Marseille	Ministère chargé des Transports	 					
13/02/2017	Rapport des comptes et de la gestion	"Le grand port maritime de Marseille
"	"Formaliser la politique commerciale en élaborant un document de cadrage des remises, rabais et ristournes, en instaurant un suivi annuel de leur évolution, en évaluant leur efficacité et en élaborant un bilan annuel à l'attention du conseil de surveillance.
"	Grand port maritime de Marseille	Ministère chargé des Transports	 					
13/02/2017	Rapport des comptes et de la gestion	"Le grand port maritime de Marseille
"	"Annexer le plan d'aménagement et de développement durable de la zone industrialo-portuaire de Fos-sur-Mer au volet 4 du prochain projet stratégique.
"	Grand port maritime de Marseille	Ministère chargé des Transports	 					
13/02/2017	Rapport des comptes et de la gestion	"Le grand port maritime de Marseille
"	"Produire un document de politique domaniale à soumettre au conseil de surveillance et rénover la grille tarifaire.
"	Grand port maritime de Marseille	Ministère chargé des Transports	 					
13/02/2017	Rapport des comptes et de la gestion	"Le grand port maritime de Marseille
"	"Mettre en place des indicateurs de suivi et de qualité et des moyens de contrôle effectif de la performance des terminaux concédés à des opérateurs
"	Grand port maritime de Marseille	Ministère chargé des Transports	 					
